A: EA F: 10 B: 01 C: 0C D: C4 E: 22 H: 44 L: 22 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: EA F: 10 B: 01 C: 0C D: C4 E: 22 H: 44 L: 22 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 1C F: 10 B: 01 C: 0C D: C4 E: 22 H: 44 L: 23 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 1C F: 10 B: 01 C: 0C D: C4 E: 22 H: 44 L: 23 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 1C F: 10 B: 01 C: 0C D: C4 E: 23 H: 44 L: 23 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 1C F: 10 B: 01 C: 0C D: C4 E: 23 H: 44 L: 23 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: D8 F: 10 B: 01 C: 0C D: C4 E: 23 H: 44 L: 24 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: D8 F: 10 B: 01 C: 0C D: C4 E: 23 H: 44 L: 24 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: D8 F: 10 B: 01 C: 0C D: C4 E: 24 H: 44 L: 24 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: D8 F: 10 B: 01 C: 0C D: C4 E: 24 H: 44 L: 24 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C9 F: 10 B: 01 C: 0C D: C4 E: 24 H: 44 L: 25 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C9 F: 10 B: 01 C: 0C D: C4 E: 24 H: 44 L: 25 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C9 F: 10 B: 01 C: 0C D: C4 E: 25 H: 44 L: 25 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C9 F: 10 B: 01 C: 0C D: C4 E: 25 H: 44 L: 25 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 25 H: 44 L: 26 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 25 H: 44 L: 26 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 26 H: 44 L: 26 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 26 H: 44 L: 26 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: FE F: 10 B: 01 C: 0C D: C4 E: 26 H: 44 L: 27 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: FE F: 10 B: 01 C: 0C D: C4 E: 26 H: 44 L: 27 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: FE F: 10 B: 01 C: 0C D: C4 E: 27 H: 44 L: 27 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: FE F: 10 B: 01 C: 0C D: C4 E: 27 H: 44 L: 27 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 0A F: 10 B: 01 C: 0C D: C4 E: 27 H: 44 L: 28 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 0A F: 10 B: 01 C: 0C D: C4 E: 27 H: 44 L: 28 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 0A F: 10 B: 01 C: 0C D: C4 E: 28 H: 44 L: 28 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 0A F: 10 B: 01 C: 0C D: C4 E: 28 H: 44 L: 28 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 28 F: 10 B: 01 C: 0C D: C4 E: 28 H: 44 L: 29 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 28 F: 10 B: 01 C: 0C D: C4 E: 28 H: 44 L: 29 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 28 F: 10 B: 01 C: 0C D: C4 E: 29 H: 44 L: 29 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 28 F: 10 B: 01 C: 0C D: C4 E: 29 H: 44 L: 29 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 1D F: 10 B: 01 C: 0C D: C4 E: 29 H: 44 L: 2A SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 1D F: 10 B: 01 C: 0C D: C4 E: 29 H: 44 L: 2A SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 1D F: 10 B: 01 C: 0C D: C4 E: 2A H: 44 L: 2A SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 1D F: 10 B: 01 C: 0C D: C4 E: 2A H: 44 L: 2A SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: E5 F: 10 B: 01 C: 0C D: C4 E: 2A H: 44 L: 2B SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: E5 F: 10 B: 01 C: 0C D: C4 E: 2A H: 44 L: 2B SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: E5 F: 10 B: 01 C: 0C D: C4 E: 2B H: 44 L: 2B SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: E5 F: 10 B: 01 C: 0C D: C4 E: 2B H: 44 L: 2B SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 2B H: 44 L: 2C SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 2B H: 44 L: 2C SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 2C H: 44 L: 2C SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 2C H: 44 L: 2C SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 21 F: 10 B: 01 C: 0C D: C4 E: 2C H: 44 L: 2D SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 21 F: 10 B: 01 C: 0C D: C4 E: 2C H: 44 L: 2D SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 21 F: 10 B: 01 C: 0C D: C4 E: 2D H: 44 L: 2D SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 21 F: 10 B: 01 C: 0C D: C4 E: 2D H: 44 L: 2D SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 1B F: 10 B: 01 C: 0C D: C4 E: 2D H: 44 L: 2E SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 1B F: 10 B: 01 C: 0C D: C4 E: 2D H: 44 L: 2E SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 1B F: 10 B: 01 C: 0C D: C4 E: 2E H: 44 L: 2E SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 1B F: 10 B: 01 C: 0C D: C4 E: 2E H: 44 L: 2E SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: D8 F: 10 B: 01 C: 0C D: C4 E: 2E H: 44 L: 2F SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: D8 F: 10 B: 01 C: 0C D: C4 E: 2E H: 44 L: 2F SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: D8 F: 10 B: 01 C: 0C D: C4 E: 2F H: 44 L: 2F SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: D8 F: 10 B: 01 C: 0C D: C4 E: 2F H: 44 L: 2F SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 2A F: 10 B: 01 C: 0C D: C4 E: 2F H: 44 L: 30 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 2A F: 10 B: 01 C: 0C D: C4 E: 2F H: 44 L: 30 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 2A F: 30 B: 01 C: 0C D: C4 E: 30 H: 44 L: 30 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 2A F: 30 B: 01 C: 0C D: C4 E: 30 H: 44 L: 30 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: FE F: 30 B: 01 C: 0C D: C4 E: 30 H: 44 L: 31 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: FE F: 30 B: 01 C: 0C D: C4 E: 30 H: 44 L: 31 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: FE F: 10 B: 01 C: 0C D: C4 E: 31 H: 44 L: 31 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: FE F: 10 B: 01 C: 0C D: C4 E: 31 H: 44 L: 31 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 07 F: 10 B: 01 C: 0C D: C4 E: 31 H: 44 L: 32 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 07 F: 10 B: 01 C: 0C D: C4 E: 31 H: 44 L: 32 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 07 F: 10 B: 01 C: 0C D: C4 E: 32 H: 44 L: 32 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 07 F: 10 B: 01 C: 0C D: C4 E: 32 H: 44 L: 32 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 20 F: 10 B: 01 C: 0C D: C4 E: 32 H: 44 L: 33 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 20 F: 10 B: 01 C: 0C D: C4 E: 32 H: 44 L: 33 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 20 F: 10 B: 01 C: 0C D: C4 E: 33 H: 44 L: 33 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 20 F: 10 B: 01 C: 0C D: C4 E: 33 H: 44 L: 33 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 09 F: 10 B: 01 C: 0C D: C4 E: 33 H: 44 L: 34 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 09 F: 10 B: 01 C: 0C D: C4 E: 33 H: 44 L: 34 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 09 F: 10 B: 01 C: 0C D: C4 E: 34 H: 44 L: 34 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 09 F: 10 B: 01 C: 0C D: C4 E: 34 H: 44 L: 34 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F1 F: 10 B: 01 C: 0C D: C4 E: 34 H: 44 L: 35 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F1 F: 10 B: 01 C: 0C D: C4 E: 34 H: 44 L: 35 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F1 F: 10 B: 01 C: 0C D: C4 E: 35 H: 44 L: 35 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F1 F: 10 B: 01 C: 0C D: C4 E: 35 H: 44 L: 35 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: FE F: 10 B: 01 C: 0C D: C4 E: 35 H: 44 L: 36 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: FE F: 10 B: 01 C: 0C D: C4 E: 35 H: 44 L: 36 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: FE F: 10 B: 01 C: 0C D: C4 E: 36 H: 44 L: 36 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: FE F: 10 B: 01 C: 0C D: C4 E: 36 H: 44 L: 36 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 20 F: 10 B: 01 C: 0C D: C4 E: 36 H: 44 L: 37 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 20 F: 10 B: 01 C: 0C D: C4 E: 36 H: 44 L: 37 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 20 F: 10 B: 01 C: 0C D: C4 E: 37 H: 44 L: 37 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 20 F: 10 B: 01 C: 0C D: C4 E: 37 H: 44 L: 37 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 28 F: 10 B: 01 C: 0C D: C4 E: 37 H: 44 L: 38 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 28 F: 10 B: 01 C: 0C D: C4 E: 37 H: 44 L: 38 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 28 F: 10 B: 01 C: 0C D: C4 E: 38 H: 44 L: 38 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 28 F: 10 B: 01 C: 0C D: C4 E: 38 H: 44 L: 38 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 0A F: 10 B: 01 C: 0C D: C4 E: 38 H: 44 L: 39 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 0A F: 10 B: 01 C: 0C D: C4 E: 38 H: 44 L: 39 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 0A F: 10 B: 01 C: 0C D: C4 E: 39 H: 44 L: 39 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 0A F: 10 B: 01 C: 0C D: C4 E: 39 H: 44 L: 39 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 0C D: C4 E: 39 H: 44 L: 3A SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 0C D: C4 E: 39 H: 44 L: 3A SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 0C D: C4 E: 3A H: 44 L: 3A SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 0C D: C4 E: 3A H: 44 L: 3A SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 46 F: 10 B: 01 C: 0C D: C4 E: 3A H: 44 L: 3B SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 46 F: 10 B: 01 C: 0C D: C4 E: 3A H: 44 L: 3B SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 46 F: 10 B: 01 C: 0C D: C4 E: 3B H: 44 L: 3B SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 46 F: 10 B: 01 C: 0C D: C4 E: 3B H: 44 L: 3B SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 3B H: 44 L: 3C SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 3B H: 44 L: 3C SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 3C H: 44 L: 3C SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 3C H: 44 L: 3C SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 3C H: 44 L: 3D SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 3C H: 44 L: 3D SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 3D H: 44 L: 3D SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 3D H: 44 L: 3D SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F1 F: 10 B: 01 C: 0C D: C4 E: 3D H: 44 L: 3E SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F1 F: 10 B: 01 C: 0C D: C4 E: 3D H: 44 L: 3E SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F1 F: 10 B: 01 C: 0C D: C4 E: 3E H: 44 L: 3E SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F1 F: 10 B: 01 C: 0C D: C4 E: 3E H: 44 L: 3E SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: B6 F: 10 B: 01 C: 0C D: C4 E: 3E H: 44 L: 3F SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: B6 F: 10 B: 01 C: 0C D: C4 E: 3E H: 44 L: 3F SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: B6 F: 10 B: 01 C: 0C D: C4 E: 3F H: 44 L: 3F SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: B6 F: 10 B: 01 C: 0C D: C4 E: 3F H: 44 L: 3F SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 2D F: 10 B: 01 C: 0C D: C4 E: 3F H: 44 L: 40 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 2D F: 10 B: 01 C: 0C D: C4 E: 3F H: 44 L: 40 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 2D F: 30 B: 01 C: 0C D: C4 E: 40 H: 44 L: 40 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 2D F: 30 B: 01 C: 0C D: C4 E: 40 H: 44 L: 40 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 35 F: 30 B: 01 C: 0C D: C4 E: 40 H: 44 L: 41 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 35 F: 30 B: 01 C: 0C D: C4 E: 40 H: 44 L: 41 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 35 F: 10 B: 01 C: 0C D: C4 E: 41 H: 44 L: 41 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 35 F: 10 B: 01 C: 0C D: C4 E: 41 H: 44 L: 41 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 6E F: 10 B: 01 C: 0C D: C4 E: 41 H: 44 L: 42 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 6E F: 10 B: 01 C: 0C D: C4 E: 41 H: 44 L: 42 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 6E F: 10 B: 01 C: 0C D: C4 E: 42 H: 44 L: 42 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 6E F: 10 B: 01 C: 0C D: C4 E: 42 H: 44 L: 42 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 77 F: 10 B: 01 C: 0C D: C4 E: 42 H: 44 L: 43 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 77 F: 10 B: 01 C: 0C D: C4 E: 42 H: 44 L: 43 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 77 F: 10 B: 01 C: 0C D: C4 E: 43 H: 44 L: 43 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 77 F: 10 B: 01 C: 0C D: C4 E: 43 H: 44 L: 43 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: E1 F: 10 B: 01 C: 0C D: C4 E: 43 H: 44 L: 44 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: E1 F: 10 B: 01 C: 0C D: C4 E: 43 H: 44 L: 44 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: E1 F: 10 B: 01 C: 0C D: C4 E: 44 H: 44 L: 44 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: E1 F: 10 B: 01 C: 0C D: C4 E: 44 H: 44 L: 44 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F1 F: 10 B: 01 C: 0C D: C4 E: 44 H: 44 L: 45 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F1 F: 10 B: 01 C: 0C D: C4 E: 44 H: 44 L: 45 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F1 F: 10 B: 01 C: 0C D: C4 E: 45 H: 44 L: 45 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F1 F: 10 B: 01 C: 0C D: C4 E: 45 H: 44 L: 45 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C9 F: 10 B: 01 C: 0C D: C4 E: 45 H: 44 L: 46 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C9 F: 10 B: 01 C: 0C D: C4 E: 45 H: 44 L: 46 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C9 F: 10 B: 01 C: 0C D: C4 E: 46 H: 44 L: 46 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C9 F: 10 B: 01 C: 0C D: C4 E: 46 H: 44 L: 46 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 46 H: 44 L: 47 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 46 H: 44 L: 47 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 47 H: 44 L: 47 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F5 F: 10 B: 01 C: 0C D: C4 E: 47 H: 44 L: 47 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 0C D: C4 E: 47 H: 44 L: 48 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 0C D: C4 E: 47 H: 44 L: 48 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 0C D: C4 E: 48 H: 44 L: 48 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 0C D: C4 E: 48 H: 44 L: 48 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 5C F: 10 B: 01 C: 0C D: C4 E: 48 H: 44 L: 49 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 5C F: 10 B: 01 C: 0C D: C4 E: 48 H: 44 L: 49 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 5C F: 10 B: 01 C: 0C D: C4 E: 49 H: 44 L: 49 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 5C F: 10 B: 01 C: 0C D: C4 E: 49 H: 44 L: 49 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C3 F: 10 B: 01 C: 0C D: C4 E: 49 H: 44 L: 4A SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C3 F: 10 B: 01 C: 0C D: C4 E: 49 H: 44 L: 4A SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C3 F: 10 B: 01 C: 0C D: C4 E: 4A H: 44 L: 4A SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C3 F: 10 B: 01 C: 0C D: C4 E: 4A H: 44 L: 4A SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 0C D: C4 E: 4A H: 44 L: 4B SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 0C D: C4 E: 4A H: 44 L: 4B SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 0C D: C4 E: 4B H: 44 L: 4B SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 0C D: C4 E: 4B H: 44 L: 4B SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 83 F: 10 B: 01 C: 0C D: C4 E: 4B H: 44 L: 4C SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 83 F: 10 B: 01 C: 0C D: C4 E: 4B H: 44 L: 4C SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 83 F: 10 B: 01 C: 0C D: C4 E: 4C H: 44 L: 4C SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 83 F: 10 B: 01 C: 0C D: C4 E: 4C H: 44 L: 4C SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 4C H: 44 L: 4D SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 4C H: 44 L: 4D SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 4D H: 44 L: 4D SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 4D H: 44 L: 4D SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 0C D: C4 E: 4D H: 44 L: 4E SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 0C D: C4 E: 4D H: 44 L: 4E SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 0C D: C4 E: 4E H: 44 L: 4E SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 0C D: C4 E: 4E H: 44 L: 4E SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 56 F: 10 B: 01 C: 0C D: C4 E: 4E H: 44 L: 4F SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 56 F: 10 B: 01 C: 0C D: C4 E: 4E H: 44 L: 4F SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 56 F: 10 B: 01 C: 0C D: C4 E: 4F H: 44 L: 4F SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 56 F: 10 B: 01 C: 0C D: C4 E: 4F H: 44 L: 4F SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 4F H: 44 L: 50 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 4F H: 44 L: 50 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C4 F: 30 B: 01 C: 0C D: C4 E: 50 H: 44 L: 50 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C4 F: 30 B: 01 C: 0C D: C4 E: 50 H: 44 L: 50 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 30 B: 01 C: 0C D: C4 E: 50 H: 44 L: 51 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 30 B: 01 C: 0C D: C4 E: 50 H: 44 L: 51 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 0C D: C4 E: 51 H: 44 L: 51 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 0C D: C4 E: 51 H: 44 L: 51 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 83 F: 10 B: 01 C: 0C D: C4 E: 51 H: 44 L: 52 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 83 F: 10 B: 01 C: 0C D: C4 E: 51 H: 44 L: 52 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 83 F: 10 B: 01 C: 0C D: C4 E: 52 H: 44 L: 52 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 83 F: 10 B: 01 C: 0C D: C4 E: 52 H: 44 L: 52 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 52 H: 44 L: 53 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 52 H: 44 L: 53 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 53 H: 44 L: 53 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C4 F: 10 B: 01 C: 0C D: C4 E: 53 H: 44 L: 53 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C3 F: 10 B: 01 C: 0C D: C4 E: 53 H: 44 L: 54 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C3 F: 10 B: 01 C: 0C D: C4 E: 53 H: 44 L: 54 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C3 F: 10 B: 01 C: 0C D: C4 E: 54 H: 44 L: 54 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C3 F: 10 B: 01 C: 0C D: C4 E: 54 H: 44 L: 54 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 7A F: 10 B: 01 C: 0C D: C4 E: 54 H: 44 L: 55 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 7A F: 10 B: 01 C: 0C D: C4 E: 54 H: 44 L: 55 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 7A F: 10 B: 01 C: 0C D: C4 E: 55 H: 44 L: 55 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 7A F: 10 B: 01 C: 0C D: C4 E: 55 H: 44 L: 55 SP: FFFE PC: 00:0206 (2A 12 1C 20)
