A: C9 F: 10 B: 01 C: 10 D: C0 E: B2 H: 40 L: B2 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F5 F: 10 B: 01 C: 10 D: C0 E: B2 H: 40 L: B3 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F5 F: 10 B: 01 C: 10 D: C0 E: B2 H: 40 L: B3 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F5 F: 10 B: 01 C: 10 D: C0 E: B3 H: 40 L: B3 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F5 F: 10 B: 01 C: 10 D: C0 E: B3 H: 40 L: B3 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 3E F: 10 B: 01 C: 10 D: C0 E: B3 H: 40 L: B4 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 3E F: 10 B: 01 C: 10 D: C0 E: B3 H: 40 L: B4 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 3E F: 10 B: 01 C: 10 D: C0 E: B4 H: 40 L: B4 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 3E F: 10 B: 01 C: 10 D: C0 E: B4 H: 40 L: B4 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 20 F: 10 B: 01 C: 10 D: C0 E: B4 H: 40 L: B5 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 20 F: 10 B: 01 C: 10 D: C0 E: B4 H: 40 L: B5 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 20 F: 10 B: 01 C: 10 D: C0 E: B5 H: 40 L: B5 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 20 F: 10 B: 01 C: 10 D: C0 E: B5 H: 40 L: B5 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 10 D: C0 E: B5 H: 40 L: B6 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 10 D: C0 E: B5 H: 40 L: B6 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 10 D: C0 E: B6 H: 40 L: B6 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 10 D: C0 E: B6 H: 40 L: B6 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 01 F: 10 B: 01 C: 10 D: C0 E: B6 H: 40 L: B7 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 01 F: 10 B: 01 C: 10 D: C0 E: B6 H: 40 L: B7 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 01 F: 10 B: 01 C: 10 D: C0 E: B7 H: 40 L: B7 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 01 F: 10 B: 01 C: 10 D: C0 E: B7 H: 40 L: B7 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: D8 F: 10 B: 01 C: 10 D: C0 E: B7 H: 40 L: B8 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: D8 F: 10 B: 01 C: 10 D: C0 E: B7 H: 40 L: B8 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: D8 F: 10 B: 01 C: 10 D: C0 E: B8 H: 40 L: B8 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: D8 F: 10 B: 01 C: 10 D: C0 E: B8 H: 40 L: B8 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F1 F: 10 B: 01 C: 10 D: C0 E: B8 H: 40 L: B9 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F1 F: 10 B: 01 C: 10 D: C0 E: B8 H: 40 L: B9 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F1 F: 10 B: 01 C: 10 D: C0 E: B9 H: 40 L: B9 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F1 F: 10 B: 01 C: 10 D: C0 E: B9 H: 40 L: B9 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C9 F: 10 B: 01 C: 10 D: C0 E: B9 H: 40 L: BA SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C9 F: 10 B: 01 C: 10 D: C0 E: B9 H: 40 L: BA SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C9 F: 10 B: 01 C: 10 D: C0 E: BA H: 40 L: BA SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C9 F: 10 B: 01 C: 10 D: C0 E: BA H: 40 L: BA SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F5 F: 10 B: 01 C: 10 D: C0 E: BA H: 40 L: BB SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F5 F: 10 B: 01 C: 10 D: C0 E: BA H: 40 L: BB SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F5 F: 10 B: 01 C: 10 D: C0 E: BB H: 40 L: BB SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F5 F: 10 B: 01 C: 10 D: C0 E: BB H: 40 L: BB SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 3E F: 10 B: 01 C: 10 D: C0 E: BB H: 40 L: BC SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 3E F: 10 B: 01 C: 10 D: C0 E: BB H: 40 L: BC SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 3E F: 10 B: 01 C: 10 D: C0 E: BC H: 40 L: BC SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 3E F: 10 B: 01 C: 10 D: C0 E: BC H: 40 L: BC SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 0A F: 10 B: 01 C: 10 D: C0 E: BC H: 40 L: BD SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 0A F: 10 B: 01 C: 10 D: C0 E: BC H: 40 L: BD SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 0A F: 10 B: 01 C: 10 D: C0 E: BD H: 40 L: BD SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 0A F: 10 B: 01 C: 10 D: C0 E: BD H: 40 L: BD SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 10 D: C0 E: BD H: 40 L: BE SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 10 D: C0 E: BD H: 40 L: BE SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 10 D: C0 E: BE H: 40 L: BE SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 10 D: C0 E: BE H: 40 L: BE SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 01 F: 10 B: 01 C: 10 D: C0 E: BE H: 40 L: BF SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 01 F: 10 B: 01 C: 10 D: C0 E: BE H: 40 L: BF SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 01 F: 10 B: 01 C: 10 D: C0 E: BF H: 40 L: BF SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 01 F: 10 B: 01 C: 10 D: C0 E: BF H: 40 L: BF SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: D8 F: 10 B: 01 C: 10 D: C0 E: BF H: 40 L: C0 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: D8 F: 10 B: 01 C: 10 D: C0 E: BF H: 40 L: C0 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: D8 F: 30 B: 01 C: 10 D: C0 E: C0 H: 40 L: C0 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: D8 F: 30 B: 01 C: 10 D: C0 E: C0 H: 40 L: C0 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F1 F: 30 B: 01 C: 10 D: C0 E: C0 H: 40 L: C1 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F1 F: 30 B: 01 C: 10 D: C0 E: C0 H: 40 L: C1 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F1 F: 10 B: 01 C: 10 D: C0 E: C1 H: 40 L: C1 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F1 F: 10 B: 01 C: 10 D: C0 E: C1 H: 40 L: C1 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C9 F: 10 B: 01 C: 10 D: C0 E: C1 H: 40 L: C2 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C9 F: 10 B: 01 C: 10 D: C0 E: C1 H: 40 L: C2 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C9 F: 10 B: 01 C: 10 D: C0 E: C2 H: 40 L: C2 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C9 F: 10 B: 01 C: 10 D: C0 E: C2 H: 40 L: C2 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: E1 F: 10 B: 01 C: 10 D: C0 E: C2 H: 40 L: C3 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: E1 F: 10 B: 01 C: 10 D: C0 E: C2 H: 40 L: C3 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: E1 F: 10 B: 01 C: 10 D: C0 E: C3 H: 40 L: C3 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: E1 F: 10 B: 01 C: 10 D: C0 E: C3 H: 40 L: C3 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 10 D: C0 E: C3 H: 40 L: C4 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 10 D: C0 E: C3 H: 40 L: C4 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 10 D: C0 E: C4 H: 40 L: C4 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 10 D: C0 E: C4 H: 40 L: C4 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C7 F: 10 B: 01 C: 10 D: C0 E: C4 H: 40 L: C5 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C7 F: 10 B: 01 C: 10 D: C0 E: C4 H: 40 L: C5 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C7 F: 10 B: 01 C: 10 D: C0 E: C5 H: 40 L: C5 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C7 F: 10 B: 01 C: 10 D: C0 E: C5 H: 40 L: C5 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C0 F: 10 B: 01 C: 10 D: C0 E: C5 H: 40 L: C6 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C0 F: 10 B: 01 C: 10 D: C0 E: C5 H: 40 L: C6 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C0 F: 10 B: 01 C: 10 D: C0 E: C6 H: 40 L: C6 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C0 F: 10 B: 01 C: 10 D: C0 E: C6 H: 40 L: C6 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: E9 F: 10 B: 01 C: 10 D: C0 E: C6 H: 40 L: C7 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: E9 F: 10 B: 01 C: 10 D: C0 E: C6 H: 40 L: C7 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: E9 F: 10 B: 01 C: 10 D: C0 E: C7 H: 40 L: C7 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: E9 F: 10 B: 01 C: 10 D: C0 E: C7 H: 40 L: C7 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F5 F: 10 B: 01 C: 10 D: C0 E: C7 H: 40 L: C8 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F5 F: 10 B: 01 C: 10 D: C0 E: C7 H: 40 L: C8 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F5 F: 10 B: 01 C: 10 D: C0 E: C8 H: 40 L: C8 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F5 F: 10 B: 01 C: 10 D: C0 E: C8 H: 40 L: C8 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 18 F: 10 B: 01 C: 10 D: C0 E: C8 H: 40 L: C9 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 18 F: 10 B: 01 C: 10 D: C0 E: C8 H: 40 L: C9 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 18 F: 10 B: 01 C: 10 D: C0 E: C9 H: 40 L: C9 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 18 F: 10 B: 01 C: 10 D: C0 E: C9 H: 40 L: C9 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 03 F: 10 B: 01 C: 10 D: C0 E: C9 H: 40 L: CA SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 03 F: 10 B: 01 C: 10 D: C0 E: C9 H: 40 L: CA SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 03 F: 10 B: 01 C: 10 D: C0 E: CA H: 40 L: CA SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 03 F: 10 B: 01 C: 10 D: C0 E: CA H: 40 L: CA SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 10 D: C0 E: CA H: 40 L: CB SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 10 D: C0 E: CA H: 40 L: CB SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 10 D: C0 E: CB H: 40 L: CB SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 10 D: C0 E: CB H: 40 L: CB SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: A7 F: 10 B: 01 C: 10 D: C0 E: CB H: 40 L: CC SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: A7 F: 10 B: 01 C: 10 D: C0 E: CB H: 40 L: CC SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: A7 F: 10 B: 01 C: 10 D: C0 E: CC H: 40 L: CC SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: A7 F: 10 B: 01 C: 10 D: C0 E: CC H: 40 L: CC SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C0 F: 10 B: 01 C: 10 D: C0 E: CC H: 40 L: CD SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C0 F: 10 B: 01 C: 10 D: C0 E: CC H: 40 L: CD SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C0 F: 10 B: 01 C: 10 D: C0 E: CD H: 40 L: CD SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C0 F: 10 B: 01 C: 10 D: C0 E: CD H: 40 L: CD SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 2A F: 10 B: 01 C: 10 D: C0 E: CD H: 40 L: CE SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 2A F: 10 B: 01 C: 10 D: C0 E: CD H: 40 L: CE SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 2A F: 10 B: 01 C: 10 D: C0 E: CE H: 40 L: CE SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 2A F: 10 B: 01 C: 10 D: C0 E: CE H: 40 L: CE SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: B7 F: 10 B: 01 C: 10 D: C0 E: CE H: 40 L: CF SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: B7 F: 10 B: 01 C: 10 D: C0 E: CE H: 40 L: CF SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: B7 F: 10 B: 01 C: 10 D: C0 E: CF H: 40 L: CF SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: B7 F: 10 B: 01 C: 10 D: C0 E: CF H: 40 L: CF SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 20 F: 10 B: 01 C: 10 D: C0 E: CF H: 40 L: D0 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 20 F: 10 B: 01 C: 10 D: C0 E: CF H: 40 L: D0 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 20 F: 30 B: 01 C: 10 D: C0 E: D0 H: 40 L: D0 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 20 F: 30 B: 01 C: 10 D: C0 E: D0 H: 40 L: D0 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F9 F: 30 B: 01 C: 10 D: C0 E: D0 H: 40 L: D1 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F9 F: 30 B: 01 C: 10 D: C0 E: D0 H: 40 L: D1 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F9 F: 10 B: 01 C: 10 D: C0 E: D1 H: 40 L: D1 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F9 F: 10 B: 01 C: 10 D: C0 E: D1 H: 40 L: D1 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F1 F: 10 B: 01 C: 10 D: C0 E: D1 H: 40 L: D2 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F1 F: 10 B: 01 C: 10 D: C0 E: D1 H: 40 L: D2 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F1 F: 10 B: 01 C: 10 D: C0 E: D2 H: 40 L: D2 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F1 F: 10 B: 01 C: 10 D: C0 E: D2 H: 40 L: D2 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C9 F: 10 B: 01 C: 10 D: C0 E: D2 H: 40 L: D3 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C9 F: 10 B: 01 C: 10 D: C0 E: D2 H: 40 L: D3 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C9 F: 10 B: 01 C: 10 D: C0 E: D3 H: 40 L: D3 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C9 F: 10 B: 01 C: 10 D: C0 E: D3 H: 40 L: D3 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 10 D: C0 E: D3 H: 40 L: D4 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 10 D: C0 E: D3 H: 40 L: D4 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 10 D: C0 E: D4 H: 40 L: D4 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 10 D: C0 E: D4 H: 40 L: D4 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: EE F: 10 B: 01 C: 10 D: C0 E: D4 H: 40 L: D5 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: EE F: 10 B: 01 C: 10 D: C0 E: D4 H: 40 L: D5 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: EE F: 10 B: 01 C: 10 D: C0 E: D5 H: 40 L: D5 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: EE F: 10 B: 01 C: 10 D: C0 E: D5 H: 40 L: D5 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C0 F: 10 B: 01 C: 10 D: C0 E: D5 H: 40 L: D6 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C0 F: 10 B: 01 C: 10 D: C0 E: D5 H: 40 L: D6 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C0 F: 10 B: 01 C: 10 D: C0 E: D6 H: 40 L: D6 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C0 F: 10 B: 01 C: 10 D: C0 E: D6 H: 40 L: D6 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 10 D: C0 E: D6 H: 40 L: D7 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 10 D: C0 E: D6 H: 40 L: D7 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 10 D: C0 E: D7 H: 40 L: D7 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 10 D: C0 E: D7 H: 40 L: D7 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 13 F: 10 B: 01 C: 10 D: C0 E: D7 H: 40 L: D8 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 13 F: 10 B: 01 C: 10 D: C0 E: D7 H: 40 L: D8 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 13 F: 10 B: 01 C: 10 D: C0 E: D8 H: 40 L: D8 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 13 F: 10 B: 01 C: 10 D: C0 E: D8 H: 40 L: D8 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C1 F: 10 B: 01 C: 10 D: C0 E: D8 H: 40 L: D9 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C1 F: 10 B: 01 C: 10 D: C0 E: D8 H: 40 L: D9 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C1 F: 10 B: 01 C: 10 D: C0 E: D9 H: 40 L: D9 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C1 F: 10 B: 01 C: 10 D: C0 E: D9 H: 40 L: D9 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 10 D: C0 E: D9 H: 40 L: DA SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 10 D: C0 E: D9 H: 40 L: DA SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 10 D: C0 E: DA H: 40 L: DA SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 10 D: C0 E: DA H: 40 L: DA SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 1D F: 10 B: 01 C: 10 D: C0 E: DA H: 40 L: DB SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 1D F: 10 B: 01 C: 10 D: C0 E: DA H: 40 L: DB SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 1D F: 10 B: 01 C: 10 D: C0 E: DB H: 40 L: DB SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 1D F: 10 B: 01 C: 10 D: C0 E: DB H: 40 L: DB SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C1 F: 10 B: 01 C: 10 D: C0 E: DB H: 40 L: DC SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C1 F: 10 B: 01 C: 10 D: C0 E: DB H: 40 L: DC SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C1 F: 10 B: 01 C: 10 D: C0 E: DC H: 40 L: DC SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C1 F: 10 B: 01 C: 10 D: C0 E: DC H: 40 L: DC SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 10 D: C0 E: DC H: 40 L: DD SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 10 D: C0 E: DC H: 40 L: DD SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 10 D: C0 E: DD H: 40 L: DD SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 10 D: C0 E: DD H: 40 L: DD SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 23 F: 10 B: 01 C: 10 D: C0 E: DD H: 40 L: DE SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 23 F: 10 B: 01 C: 10 D: C0 E: DD H: 40 L: DE SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 23 F: 10 B: 01 C: 10 D: C0 E: DE H: 40 L: DE SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: 23 F: 10 B: 01 C: 10 D: C0 E: DE H: 40 L: DE SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C1 F: 10 B: 01 C: 10 D: C0 E: DE H: 40 L: DF SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C1 F: 10 B: 01 C: 10 D: C0 E: DE H: 40 L: DF SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C1 F: 10 B: 01 C: 10 D: C0 E: DF H: 40 L: DF SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C1 F: 10 B: 01 C: 10 D: C0 E: DF H: 40 L: DF SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 10 D: C0 E: DF H: 40 L: E0 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 10 D: C0 E: DF H: 40 L: E0 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 30 B: 01 C: 10 D: C0 E: E0 H: 40 L: E0 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 30 B: 01 C: 10 D: C0 E: E0 H: 40 L: E0 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: BA F: 30 B: 01 C: 10 D: C0 E: E0 H: 40 L: E1 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: BA F: 30 B: 01 C: 10 D: C0 E: E0 H: 40 L: E1 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: BA F: 10 B: 01 C: 10 D: C0 E: E1 H: 40 L: E1 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: BA F: 10 B: 01 C: 10 D: C0 E: E1 H: 40 L: E1 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C0 F: 10 B: 01 C: 10 D: C0 E: E1 H: 40 L: E2 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C0 F: 10 B: 01 C: 10 D: C0 E: E1 H: 40 L: E2 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C0 F: 10 B: 01 C: 10 D: C0 E: E2 H: 40 L: E2 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C0 F: 10 B: 01 C: 10 D: C0 E: E2 H: 40 L: E2 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: C9 F: 10 B: 01 C: 10 D: C0 E: E2 H: 40 L: E3 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: C9 F: 10 B: 01 C: 10 D: C0 E: E2 H: 40 L: E3 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: C9 F: 10 B: 01 C: 10 D: C0 E: E3 H: 40 L: E3 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: C9 F: 10 B: 01 C: 10 D: C0 E: E3 H: 40 L: E3 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: F5 F: 10 B: 01 C: 10 D: C0 E: E3 H: 40 L: E4 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: F5 F: 10 B: 01 C: 10 D: C0 E: E3 H: 40 L: E4 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: F5 F: 10 B: 01 C: 10 D: C0 E: E4 H: 40 L: E4 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: F5 F: 10 B: 01 C: 10 D: C0 E: E4 H: 40 L: E4 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: CD F: 10 B: 01 C: 10 D: C0 E: E4 H: 40 L: E5 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: CD F: 10 B: 01 C: 10 D: C0 E: E4 H: 40 L: E5 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: CD F: 10 B: 01 C: 10 D: C0 E: E5 H: 40 L: E5 SP: FFFE PC: 00:0209 (20 FB 14 0D)
A: CD F: 10 B: 01 C: 10 D: C0 E: E5 H: 40 L: E5 SP: FFFE PC: 00:0206 (2A 12 1C 20)
A: 29 F: 10 B: 01 C: 10 D: C0 E: E5 H: 40 L: E6 SP: FFFE PC: 00:0207 (12 1C 20 FB)
A: 29 F: 10 B: 01 C: 10 D: C0 E: E5 H: 40 L: E6 SP: FFFE PC: 00:0208 (1C 20 FB 14)
A: 29 F: 10 B: 01 C: 10 D: C0 E: E6 H: 40 L: E6 SP: FFFE PC: 00:0209 (20 FB 14 0D)
